session_id,user_id,housing_type,charger_level,start_time,duration_hours,energy_kwh,peak_overlap_ratio,season,battery_soc_start
EV-11091,USR-1359,Condo/Apartment,Level 2 (7.2kW),2025-08-30 12:20:00,4.41,28.78,0.17,Winter,34.3
EV-11092,USR-1163,Single-Family,Level 2 (7.2kW),2025-08-13 19:40:00,13.46,37.72,0.12,Summer,13.9
EV-11093,USR-1137,Single-Family,Level 1 (1.4kW),2025-08-21 18:47:00,16.35,18.27,0.19,Spring,58.3
EV-11094,USR-1302,Single-Family,Level 2 (7.2kW),2025-11-13 19:08:00,6.11,25.15,0.32,Spring,42.6
EV-11095,USR-1273,Single-Family,Level 1 (1.4kW),2025-10-27 03:26:00,19.28,26.2,0.0,Summer,40.2
EV-11096,USR-1027,Condo/Apartment,Level 1 (1.4kW),2025-07-25 18:11:00,19.25,23.61,0.25,Fall,46.1
EV-11097,USR-1245,Townhouse,Level 2 (7.2kW),2025-12-09 15:22:00,6.25,15.86,0.8,Winter,63.8
EV-11098,USR-1055,Single-Family,Level 2 (7.2kW),2025-10-16 22:25:00,8.2,36.45,0.0,Fall,16.8
EV-11099,USR-1041,Single-Family,Level 2 (7.2kW),2025-01-12 23:34:00,24.85,22.87,0.0,Fall,47.8
EV-11100,USR-1342,Condo/Apartment,Level 2 (7.2kW),2025-12-24 16:20:00,3.99,22.25,1.0,Spring,49.2
EV-11101,USR-1062,Condo/Apartment,Level 2 (7.2kW),2025-03-25 15:00:00,7.34,29.57,0.67,Winter,32.5
EV-11102,USR-1038,Single-Family,Level 2 (7.2kW),2025-05-19 19:44:00,8.09,29.35,0.18,Spring,33.0
EV-11103,USR-1194,Condo/Apartment,Level 2 (7.2kW),2025-08-15 14:00:00,5.21,35.35,0.62,Summer,19.3
EV-11104,USR-1199,Townhouse,Level 2 (7.2kW),2025-03-10 17:28:00,9.34,36.75,0.39,Fall,16.1
EV-11105,USR-1376,Condo/Apartment,Level 2 (7.2kW),2025-01-16 21:50:00,6.65,35.09,0.0,Spring,19.9
EV-11106,USR-1130,Townhouse,Level 1 (1.4kW),2025-09-12 22:00:00,19.16,17.61,0.0,Spring,59.8
EV-11107,USR-1041,Condo/Apartment,Level 2 (7.2kW),2025-05-27 22:10:00,10.59,29.79,0.0,Summer,32.0
EV-11108,USR-1392,Single-Family,Level 2 (7.2kW),2025-04-19 11:23:00,5.48,20.33,0.14,Winter,53.6
EV-11109,USR-1392,Single-Family,Level 1 (1.4kW),2025-11-26 19:24:00,23.9,28.52,0.15,Fall,34.9
EV-11110,USR-1201,Single-Family,Level 2 (7.2kW),2025-10-21 16:47:00,18.76,28.43,0.35,Fall,35.1
EV-11111,USR-1326,Single-Family,Level 2 (7.2kW),2025-05-10 16:44:00,14.79,35.92,0.38,Winter,18.0
EV-11112,USR-1099,Townhouse,Level 2 (7.2kW),2025-09-29 21:07:00,9.87,27.64,0.0,Fall,36.9
EV-11113,USR-1272,Townhouse,Level 2 (7.2kW),2025-03-28 00:33:00,5.82,28.52,0.0,Fall,34.9
EV-11114,USR-1258,Single-Family,Level 2 (7.2kW),2025-05-13 23:30:00,11.12,32.02,0.0,Fall,26.9
EV-11115,USR-1233,Single-Family,Level 2 (7.2kW),2025-06-11 22:52:00,35.21,19.58,0.0,Fall,55.3
EV-11116,USR-1044,Single-Family,Level 2 (7.2kW),2025-03-23 11:54:00,8.18,36.45,0.48,Winter,16.8
EV-11117,USR-1063,Single-Family,Level 1 (1.4kW),2025-09-13 00:19:00,13.78,15.99,0.0,Spring,63.5
EV-11118,USR-1134,Single-Family,Level 2 (7.2kW),2025-08-20 11:48:00,3.1,19.01,0.0,Winter,56.6
EV-11119,USR-1163,Single-Family,Level 2 (7.2kW),2025-06-24 20:41:00,11.74,32.64,0.04,Fall,25.5
EV-11120,USR-1368,Single-Family,Level 2 (7.2kW),2025-12-19 18:25:00,4.21,29.39,0.65,Fall,32.9
EV-11121,USR-1361,Single-Family,Level 2 (7.2kW),2025-02-18 18:19:00,3.64,23.48,0.73,Winter,46.4
EV-11122,USR-1016,Single-Family,Level 1 (1.4kW),2025-08-21 12:27:00,27.71,35.79,0.42,Spring,18.3
EV-11123,USR-1004,Townhouse,Level 1 (1.4kW),2025-06-06 14:40:00,17.35,20.59,0.42,Winter,53.0
EV-11124,USR-1097,Single-Family,Level 2 (7.2kW),2025-01-03 16:47:00,5.95,35.92,0.71,Winter,18.0
EV-11125,USR-1095,Townhouse,Level 2 (7.2kW),2025-03-28 15:42:00,17.07,21.33,0.42,Winter,51.3
EV-11126,USR-1140,Condo/Apartment,Level 2 (7.2kW),2025-08-25 22:55:00,9.03,15.46,0.0,Fall,64.7
EV-11127,USR-1036,Single-Family,Level 2 (7.2kW),2025-07-15 12:52:00,32.89,22.52,0.42,Summer,48.6
EV-11128,USR-1300,Condo/Apartment,Level 2 (7.2kW),2025-04-05 11:56:00,10.18,20.76,0.49,Fall,52.6
EV-11129,USR-1020,Single-Family,Level 2 (7.2kW),2025-04-27 18:54:00,3.33,14.54,0.64,Summer,66.8
EV-11130,USR-1095,Townhouse,Level 2 (7.2kW),2025-03-06 16:48:00,5.63,31.67,0.74,Spring,27.7
EV-11131,USR-1279,Single-Family,Level 2 (7.2kW),2025-11-26 13:48:00,4.25,14.41,0.47,Spring,67.1
EV-11132,USR-1231,Single-Family,Level 2 (7.2kW),2025-04-07 22:01:00,6.01,16.87,0.0,Summer,61.5
EV-11133,USR-1061,Townhouse,Level 1 (1.4kW),2025-07-15 17:02:00,36.57,35.97,0.33,Winter,17.9
EV-11134,USR-1380,Single-Family,Level 2 (7.2kW),2025-11-24 17:04:00,3.79,13.84,1.0,Fall,68.4
EV-11135,USR-1313,Single-Family,Level 1 (1.4kW),2025-04-03 09:44:00,13.04,17.74,0.42,Spring,59.5
EV-11136,USR-1077,Townhouse,Level 2 (7.2kW),2025-08-04 18:52:00,6.54,26.99,0.33,Summer,38.4
EV-11137,USR-1074,Single-Family,Level 2 (7.2kW),2025-03-23 17:33:00,5.38,32.15,0.64,Winter,26.6
EV-11138,USR-1119,Townhouse,Level 2 (7.2kW),2025-08-19 13:44:00,3.76,12.22,0.33,Spring,72.1
EV-11139,USR-1348,Single-Family,Level 2 (7.2kW),2025-06-03 16:44:00,3.21,14.46,1.0,Fall,67.0
EV-11140,USR-1390,Single-Family,Level 2 (7.2kW),2025-07-09 16:52:00,6.69,27.51,0.63,Summer,37.2
EV-11141,USR-1238,Townhouse,Level 2 (7.2kW),2025-04-25 22:44:00,3.47,15.51,0.0,Summer,64.6
EV-11142,USR-1319,Single-Family,Level 1 (1.4kW),2025-05-23 16:41:00,27.03,37.63,0.38,Summer,14.1
EV-11143,USR-1070,Single-Family,Level 2 (7.2kW),2025-02-21 23:58:00,4.6,27.69,0.0,Winter,36.8
EV-11144,USR-1340,Single-Family,Level 2 (7.2kW),2025-02-24 18:08:00,6.26,35.31,0.48,Spring,19.4
EV-11145,USR-1096,Townhouse,Level 2 (7.2kW),2025-11-12 18:31:00,6.18,38.68,0.4,Spring,11.7
EV-11146,USR-1227,Single-Family,Level 2 (7.2kW),2025-11-19 21:45:00,6.28,36.71,0.0,Fall,16.2
EV-11147,USR-1377,Condo/Apartment,Level 2 (7.2kW),2025-02-02 00:20:00,4.26,15.16,0.0,Winter,65.4
EV-11148,USR-1159,Single-Family,Level 2 (7.2kW),2025-09-28 11:05:00,14.89,28.52,0.42,Fall,34.9
EV-11149,USR-1124,Townhouse,Level 2 (7.2kW),2025-10-22 10:49:00,3.08,16.95,0.0,Fall,61.3
EV-11150,USR-1114,Single-Family,Level 2 (7.2kW),2025-11-07 22:47:00,6.22,37.46,0.0,Summer,14.5
EV-11151,USR-1090,Single-Family,Level 2 (7.2kW),2025-11-06 19:07:00,2.87,13.89,0.67,Fall,68.3
EV-11152,USR-1171,Townhouse,Level 2 (7.2kW),2025-12-27 12:06:00,5.73,15.9,0.3,Spring,63.7
EV-11153,USR-1125,Single-Family,Level 2 (7.2kW),2025-11-29 10:47:00,3.69,18.0,0.0,Winter,58.9
EV-11154,USR-1281,Townhouse,Level 1 (1.4kW),2025-01-08 23:20:00,21.36,23.96,0.0,Fall,45.3
EV-11155,USR-1055,Townhouse,Level 2 (7.2kW),2025-08-05 16:04:00,2.77,18.79,1.0,Spring,57.1
EV-11156,USR-1267,Condo/Apartment,Level 1 (1.4kW),2025-01-17 14:38:00,24.05,30.1,0.42,Winter,31.3
EV-11157,USR-1008,Condo/Apartment,Level 2 (7.2kW),2025-09-03 22:39:00,4.44,21.2,0.0,Winter,51.6
EV-11158,USR-1270,Single-Family,Level 2 (7.2kW),2025-02-28 23:02:00,2.44,16.16,0.0,Fall,63.1
EV-11159,USR-1108,Single-Family,Level 2 (7.2kW),2025-08-07 16:35:00,5.44,21.16,0.82,Fall,51.7
EV-11160,USR-1051,Condo/Apartment,Level 2 (7.2kW),2025-11-24 00:20:00,7.84,26.9,0.0,Spring,38.6
EV-11161,USR-1018,Single-Family,Level 2 (7.2kW),2025-03-22 18:15:00,4.77,23.61,0.55,Winter,46.1
EV-11162,USR-1139,Single-Family,Level 2 (7.2kW),2025-09-14 18:08:00,5.17,24.97,0.57,Summer,43.0
EV-11163,USR-1323,Condo/Apartment,Level 2 (7.2kW),2025-05-19 00:57:00,4.89,28.04,0.0,Fall,36.0
EV-11164,USR-1278,Single-Family,Level 1 (1.4kW),2025-01-22 18:48:00,15.63,13.49,0.19,Fall,69.2
EV-11165,USR-1351,Single-Family,Level 2 (7.2kW),2025-06-05 22:54:00,3.85,14.72,0.0,Winter,66.4
EV-11166,USR-1385,Townhouse,Level 2 (7.2kW),2025-10-14 11:24:00,2.36,15.95,0.0,Fall,63.6
EV-11167,USR-1069,Single-Family,Level 2 (7.2kW),2025-06-19 11:13:00,5.1,33.07,0.05,Summer,24.5
EV-11168,USR-1045,Single-Family,Level 2 (7.2kW),2025-08-25 19:19:00,8.72,15.2,0.2,Spring,65.3
EV-11169,USR-1059,Single-Family,Level 1 (1.4kW),2025-02-20 18:52:00,20.94,21.38,0.19,Winter,51.2
EV-11170,USR-1369,Single-Family,Level 1 (1.4kW),2025-09-26 12:28:00,31.55,34.61,0.42,Winter,21.0
EV-11171,USR-1185,Single-Family,Level 2 (7.2kW),2025-08-18 12:47:00,3.26,19.49,0.0,Winter,55.5
EV-11172,USR-1127,Townhouse,Level 2 (7.2kW),2025-11-29 16:50:00,2.31,16.16,1.0,Winter,63.1
EV-11173,USR-1069,Single-Family,Level 2 (7.2kW),2025-08-29 20:49:00,2.81,11.57,0.08,Fall,73.6
EV-11174,USR-1079,Single-Family,Level 2 (7.2kW),2025-05-05 20:51:00,5.01,24.8,0.05,Summer,43.4
EV-11175,USR-1249,Condo/Apartment,Level 2 (7.2kW),2025-11-07 23:14:00,6.19,31.76,0.0,Winter,27.5
EV-11176,USR-1367,Townhouse,Level 2 (7.2kW),2025-02-11 16:49:00,8.2,14.54,0.52,Fall,66.8
EV-11177,USR-1252,Single-Family,Level 2 (7.2kW),2025-12-08 18:53:00,5.62,20.37,0.39,Fall,53.5
EV-11178,USR-1107,Single-Family,Level 2 (7.2kW),2025-06-30 13:43:00,10.92,33.51,0.45,Fall,23.5
EV-11179,USR-1128,Single-Family,Level 2 (7.2kW),2025-06-03 18:45:00,8.18,30.8,0.27,Fall,29.7
EV-11180,USR-1135,Single-Family,Level 2 (7.2kW),2025-12-31 18:23:00,6.19,35.62,0.44,Fall,18.7
EV-11181,USR-1222,Townhouse,Level 2 (7.2kW),2025-09-08 19:25:00,3.13,18.27,0.54,Fall,58.3
EV-11182,USR-1293,Single-Family,Level 2 (7.2kW),2025-07-27 12:22:00,8.88,29.7,0.56,Winter,32.2
EV-11183,USR-1328,Condo/Apartment,Level 2 (7.2kW),2025-10-02 15:56:00,2.98,16.12,0.92,Winter,63.2
EV-11184,USR-1300,Single-Family,Level 2 (7.2kW),2025-09-14 20:18:00,3.73,21.6,0.2,Fall,50.7
EV-11185,USR-1021,Townhouse,Level 1 (1.4kW),2025-11-04 20:05:00,22.72,23.48,0.08,Summer,46.4
EV-11186,USR-1025,Townhouse,Level 2 (7.2kW),2025-05-06 19:14:00,2.51,14.63,0.8,Spring,66.6
EV-11187,USR-1111,Single-Family,Level 2 (7.2kW),2025-11-02 11:42:00,5.24,19.01,0.14,Winter,56.6
EV-11188,USR-1185,Single-Family,Level 1 (1.4kW),2025-06-06 23:36:00,15.16,16.52,0.0,Summer,62.3
EV-11189,USR-1111,Single-Family,Level 2 (7.2kW),2025-04-02 17:04:00,15.61,30.01,0.33,Fall,31.5
EV-11190,USR-1342,Single-Family,Level 2 (7.2kW),2025-12-08 20:13:00,10.22,20.76,0.1,Summer,52.6
EV-11191,USR-1086,Condo/Apartment,Level 2 (7.2kW),2025-04-16 20:07:00,3.43,19.41,0.29,Winter,55.7
EV-11192,USR-1140,Condo/Apartment,Level 2 (7.2kW),2025-02-18 14:40:00,1.74,11.21,0.14,Spring,74.4
EV-11193,USR-1148,Single-Family,Level 2 (7.2kW),2025-05-29 23:20:00,7.72,23.61,0.0,Spring,46.1
EV-11194,USR-1285,Single-Family,Level 1 (1.4kW),2025-08-12 22:03:00,20.59,25.98,0.0,Spring,40.7
EV-11195,USR-1141,Condo/Apartment,Level 1 (1.4kW),2025-03-25 23:10:00,23.36,28.34,0.0,Summer,35.3
EV-11196,USR-1021,Townhouse,Level 2 (7.2kW),2025-08-28 18:04:00,5.99,35.62,0.5,Summer,18.7
EV-11197,USR-1356,Townhouse,Level 2 (7.2kW),2025-09-19 02:51:00,6.45,35.27,0.0,Fall,19.5
EV-11198,USR-1258,Single-Family,Level 2 (7.2kW),2025-06-25 10:01:00,7.3,13.62,0.2,Winter,68.9
EV-11199,USR-1020,Single-Family,Level 1 (1.4kW),2025-04-08 17:33:00,29.05,30.97,0.29,Summer,29.3
